productCode,name,description,singlePrice,cartonPcsPrice,cartonQty,gstPercentage,hsnCode,weight,stock,category,subCategory,isBestseller,isNewArrival,isTopRanking,imageUrl,imageUrls,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10
BZ-235,,,,,,,,,,,basic,false,false,false,/uploads/BZ-235-1773662022937-yp9s4ryq5.jpg,/uploads/BZ-235-1773662022937-yp9s4ryq5.jpg|/uploads/BZ-235-1773662022941-2ixlw8zqh.jpg|/uploads/BZ-235-1773662022945-ji7hbm635.jpg|/uploads/BZ-235-1773662022950-sanhuvwcl.jpg|/uploads/BZ-235-1773662022955-eyj6f60kv.jpg|/uploads/BZ-235-1773662022960-p3h9nl8ax.jpg|/uploads/BZ-235-1773662022964-dgj4yjlpa.jpg,/uploads/BZ-235-1773662022937-yp9s4ryq5.jpg,/uploads/BZ-235-1773662022941-2ixlw8zqh.jpg,/uploads/BZ-235-1773662022945-ji7hbm635.jpg,/uploads/BZ-235-1773662022950-sanhuvwcl.jpg,/uploads/BZ-235-1773662022955-eyj6f60kv.jpg,/uploads/BZ-235-1773662022960-p3h9nl8ax.jpg,/uploads/BZ-235-1773662022964-dgj4yjlpa.jpg,,,
BZ-24,,,,,,,,,,,basic,false,false,false,/uploads/BZ-24-1773662022970-may06denv.jpg,/uploads/BZ-24-1773662022970-may06denv.jpg|/uploads/BZ-24-1773662022974-ykmnr20wa.jpg|/uploads/BZ-24-1773662022978-gb28y0y2w.jpg|/uploads/BZ-24-1773662022983-4u8y15uw7.jpg|/uploads/BZ-24-1773662022988-yl8lxh2yt.jpg,/uploads/BZ-24-1773662022970-may06denv.jpg,/uploads/BZ-24-1773662022974-ykmnr20wa.jpg,/uploads/BZ-24-1773662022978-gb28y0y2w.jpg,/uploads/BZ-24-1773662022983-4u8y15uw7.jpg,/uploads/BZ-24-1773662022988-yl8lxh2yt.jpg,,,,,
BZ-25,,,,,,,,,,,basic,false,false,false,/uploads/BZ-25-1773662022992-sg5zvk78j.jpg,/uploads/BZ-25-1773662022992-sg5zvk78j.jpg|/uploads/BZ-25-1773662022996-v63is1ez9.jpg|/uploads/BZ-25-1773662023001-6tw6lp5nm.jpg|/uploads/BZ-25-1773662023004-09f5y4z78.jpg|/uploads/BZ-25-1773662023008-ehcpy1ebf.jpg|/uploads/BZ-25-1773662023011-fc0fwecjg.jpg|/uploads/BZ-25-1773662023016-bncjn5mvi.jpg|/uploads/BZ-25-1773662023020-lgtyegai5.jpg,/uploads/BZ-25-1773662022992-sg5zvk78j.jpg,/uploads/BZ-25-1773662022996-v63is1ez9.jpg,/uploads/BZ-25-1773662023001-6tw6lp5nm.jpg,/uploads/BZ-25-1773662023004-09f5y4z78.jpg,/uploads/BZ-25-1773662023008-ehcpy1ebf.jpg,/uploads/BZ-25-1773662023011-fc0fwecjg.jpg,/uploads/BZ-25-1773662023016-bncjn5mvi.jpg,/uploads/BZ-25-1773662023020-lgtyegai5.jpg,,
BZ-253,,,,,,,,,,,basic,false,false,false,/uploads/BZ-253-1773662023025-81or8g96s.jpg,/uploads/BZ-253-1773662023025-81or8g96s.jpg|/uploads/BZ-253-1773662023028-jdc8ybn5d.jpg|/uploads/BZ-253-1773662023033-o8g33p9ui.jpg|/uploads/BZ-253-1773662023037-iqyoc6nzd.jpg|/uploads/BZ-253-1773662023041-0vdr3x3xe.jpg|/uploads/BZ-253-1773662023045-wil7yn48d.jpg,/uploads/BZ-253-1773662023025-81or8g96s.jpg,/uploads/BZ-253-1773662023028-jdc8ybn5d.jpg,/uploads/BZ-253-1773662023033-o8g33p9ui.jpg,/uploads/BZ-253-1773662023037-iqyoc6nzd.jpg,/uploads/BZ-253-1773662023041-0vdr3x3xe.jpg,/uploads/BZ-253-1773662023045-wil7yn48d.jpg,,,,
BZ-279,,,,,,,,,,,basic,false,false,false,/uploads/BZ-279-1773662023051-egul1ona5.jpg,/uploads/BZ-279-1773662023051-egul1ona5.jpg|/uploads/BZ-279-1773662023056-pnhvy0v9i.jpg|/uploads/BZ-279-1773662023060-m2yhh17z7.jpg|/uploads/BZ-279-1773662023064-xtskgdy7y.jpg,/uploads/BZ-279-1773662023051-egul1ona5.jpg,/uploads/BZ-279-1773662023056-pnhvy0v9i.jpg,/uploads/BZ-279-1773662023060-m2yhh17z7.jpg,/uploads/BZ-279-1773662023064-xtskgdy7y.jpg,,,,,,
BZ-30,,,,,,,,,,,basic,false,false,false,/uploads/BZ-30-1773662023069-mpd1bkryt.jpg,/uploads/BZ-30-1773662023069-mpd1bkryt.jpg,/uploads/BZ-30-1773662023069-mpd1bkryt.jpg,,,,,,,,,
BZ-33,,,,,,,,,,,basic,false,false,false,/uploads/BZ-33-1773662023073-n34tomsb4.jpg,/uploads/BZ-33-1773662023073-n34tomsb4.jpg|/uploads/BZ-33-1773662023077-1ih8ug3ry.jpg|/uploads/BZ-33-1773662023081-gphpsc0mk.jpg|/uploads/BZ-33-1773662023086-5irkta31b.jpg|/uploads/BZ-33-1773662023090-kys1mvl59.jpg|/uploads/BZ-33-1773662023093-dj355j7o2.jpg|/uploads/BZ-33-1773662023097-ckbbw99i4.jpg|/uploads/BZ-33-1773662023102-8mminitg3.jpg,/uploads/BZ-33-1773662023073-n34tomsb4.jpg,/uploads/BZ-33-1773662023077-1ih8ug3ry.jpg,/uploads/BZ-33-1773662023081-gphpsc0mk.jpg,/uploads/BZ-33-1773662023086-5irkta31b.jpg,/uploads/BZ-33-1773662023090-kys1mvl59.jpg,/uploads/BZ-33-1773662023093-dj355j7o2.jpg,/uploads/BZ-33-1773662023097-ckbbw99i4.jpg,/uploads/BZ-33-1773662023102-8mminitg3.jpg,,
BZ-37,,,,,,,,,,,basic,false,false,false,/uploads/BZ-37-1773662023107-7n5qh0duk.jpg,/uploads/BZ-37-1773662023107-7n5qh0duk.jpg|/uploads/BZ-37-1773662023110-u6bja0z74.jpg|/uploads/BZ-37-1773662023114-99iq8pk60.jpg|/uploads/BZ-37-1773662023120-qk234q1ey.jpg|/uploads/BZ-37-1773662023124-w3m50jmo3.jpg|/uploads/BZ-37-1773662023128-50i1xut48.jpg|/uploads/BZ-37-1773662023132-1whmo68s9.jpg|/uploads/BZ-37-1773662023137-4175har6u.jpg,/uploads/BZ-37-1773662023107-7n5qh0duk.jpg,/uploads/BZ-37-1773662023110-u6bja0z74.jpg,/uploads/BZ-37-1773662023114-99iq8pk60.jpg,/uploads/BZ-37-1773662023120-qk234q1ey.jpg,/uploads/BZ-37-1773662023124-w3m50jmo3.jpg,/uploads/BZ-37-1773662023128-50i1xut48.jpg,/uploads/BZ-37-1773662023132-1whmo68s9.jpg,/uploads/BZ-37-1773662023137-4175har6u.jpg,,
BZ-41,,,,,,,,,,,basic,false,false,false,/uploads/BZ-41-1773662023141-yterbphg1.jpg,/uploads/BZ-41-1773662023141-yterbphg1.jpg|/uploads/BZ-41-1773662023144-heiwq10sp.jpg|/uploads/BZ-41-1773662023149-8uzg0bk35.jpg|/uploads/BZ-41-1773662023154-3vhkyvbnu.jpg|/uploads/BZ-41-1773662023158-frg84hvy8.jpg,/uploads/BZ-41-1773662023141-yterbphg1.jpg,/uploads/BZ-41-1773662023144-heiwq10sp.jpg,/uploads/BZ-41-1773662023149-8uzg0bk35.jpg,/uploads/BZ-41-1773662023154-3vhkyvbnu.jpg,/uploads/BZ-41-1773662023158-frg84hvy8.jpg,,,,,
BZ-42,,,,,,,,,,,basic,false,false,false,/uploads/BZ-42-1773662023162-6xk321nvr.jpg,/uploads/BZ-42-1773662023162-6xk321nvr.jpg|/uploads/BZ-42-1773662023167-3vh9jvot9.jpg|/uploads/BZ-42-1773662023172-lg1ugv9mv.jpg|/uploads/BZ-42-1773662023175-ojao6ase5.jpg|/uploads/BZ-42-1773662023179-8bbdbusml.jpg|/uploads/BZ-42-1773662023184-0t4j34ubk.jpg|/uploads/BZ-42-1773662023188-4gkr58cd8.jpg|/uploads/BZ-42-1773662023192-lbv0wzfq7.jpg|/uploads/BZ-42-1773662023197-t6cjs33h7.jpg|/uploads/BZ-42-1773662023201-ovztol0y0.jpg,/uploads/BZ-42-1773662023162-6xk321nvr.jpg,/uploads/BZ-42-1773662023167-3vh9jvot9.jpg,/uploads/BZ-42-1773662023172-lg1ugv9mv.jpg,/uploads/BZ-42-1773662023175-ojao6ase5.jpg,/uploads/BZ-42-1773662023179-8bbdbusml.jpg,/uploads/BZ-42-1773662023184-0t4j34ubk.jpg,/uploads/BZ-42-1773662023188-4gkr58cd8.jpg,/uploads/BZ-42-1773662023192-lbv0wzfq7.jpg,/uploads/BZ-42-1773662023197-t6cjs33h7.jpg,/uploads/BZ-42-1773662023201-ovztol0y0.jpg
BZ-44,,,,,,,,,,,basic,false,false,false,/uploads/BZ-44-1773662023207-nxjlwszq5.jpg,/uploads/BZ-44-1773662023207-nxjlwszq5.jpg|/uploads/BZ-44-1773662023210-28lef98mt.jpg|/uploads/BZ-44-1773662023214-y47d642dd.jpg|/uploads/BZ-44-1773662023219-8v0lgtuz9.jpg|/uploads/BZ-44-1773662023223-tzzwok9f0.jpg,/uploads/BZ-44-1773662023207-nxjlwszq5.jpg,/uploads/BZ-44-1773662023210-28lef98mt.jpg,/uploads/BZ-44-1773662023214-y47d642dd.jpg,/uploads/BZ-44-1773662023219-8v0lgtuz9.jpg,/uploads/BZ-44-1773662023223-tzzwok9f0.jpg,,,,,
